date,temp_mean,temp_min,temp_max,heating_degree_days,cooling_degree_days,has_holiday,holiday_name
2017-05-05,10.4,8.5,12.8,7.6,0.0,0,
2017-05-06,12.1,8.5,16.0,5.9,0.0,0,
2017-05-07,11.7,7.7,16.4,6.300000000000001,0.0,0,
2017-05-08,7.4,3.6,10.1,10.6,0.0,0,
2017-05-09,4.9,0.0,9.4,13.1,0.0,0,
2017-05-10,7.3,3.3,11.5,10.7,0.0,0,
2017-05-11,10.4,2.6,17.3,7.6,0.0,0,
2017-05-12,14.6,7.5,21.5,3.4000000000000004,0.0,0,
2017-05-13,14.2,10.8,17.7,3.8000000000000007,0.0,0,
2017-05-14,14.5,9.9,20.5,3.5,0.0,0,
2017-05-15,14.5,10.0,19.1,3.5,0.0,0,
2017-05-16,13.8,8.7,17.3,4.199999999999999,0.0,0,
2017-05-17,18.5,13.7,24.1,0.0,0.0,0,
2017-05-18,19.8,14.0,25.8,0.0,0.0,0,
2017-05-19,20.8,14.5,27.6,0.0,0.0,0,
2017-05-20,15.4,11.3,17.9,2.5999999999999996,0.0,0,
2017-05-21,15.2,10.2,20.1,2.8000000000000007,0.0,0,
2017-05-22,15.3,8.4,20.4,2.6999999999999993,0.0,0,
2017-05-23,17.4,11.3,23.4,0.6000000000000014,0.0,0,
2017-05-24,13.3,10.4,16.0,4.699999999999999,0.0,0,
2017-05-25,13.6,9.5,17.4,4.4,0.0,1,Ascension Day
2017-05-26,16.7,9.9,22.4,1.3000000000000007,0.0,0,
2017-05-27,18.7,11.4,25.1,0.0,0.0,0,
2017-05-28,22.1,13.9,30.1,0.0,0.10000000000000142,0,
2017-05-29,22.8,16.1,28.4,0.0,0.8000000000000007,0,
2017-05-30,22.2,17.4,28.3,0.0,0.1999999999999993,0,
2017-05-31,18.9,14.2,22.8,0.0,0.0,0,
2017-06-01,15.4,9.2,21.2,2.5999999999999996,0.0,0,
2017-06-02,17.4,8.6,24.2,0.6000000000000014,0.0,0,
2017-06-03,17.5,11.9,24.3,0.5,0.0,0,
2017-06-04,16.1,12.7,17.2,1.8999999999999986,0.0,0,
2017-06-05,16.0,11.1,20.5,2.0,0.0,1,Pentecost Monday
2017-06-06,18.2,13.1,24.4,0.0,0.0,0,
2017-06-07,15.2,11.9,18.2,2.8000000000000007,0.0,0,
2017-06-08,15.9,11.8,19.4,2.0999999999999996,0.0,0,
2017-06-09,19.9,13.7,27.8,0.0,0.0,0,
2017-06-10,17.5,13.4,21.5,0.5,0.0,0,
2017-06-11,21.5,14.6,27.4,0.0,0.0,0,
2017-06-12,19.7,16.4,22.2,0.0,0.0,0,
2017-06-13,16.6,14.2,19.2,1.3999999999999986,0.0,0,
2017-06-14,16.4,11.2,20.6,1.6000000000000014,0.0,0,
2017-06-15,19.4,10.9,26.1,0.0,0.0,0,
2017-06-16,17.5,15.2,20.4,0.5,0.0,0,
2017-06-17,16.6,12.9,21.8,1.3999999999999986,0.0,0,
2017-06-18,18.6,11.6,24.8,0.0,0.0,0,
2017-06-19,22.8,15.8,29.5,0.0,0.8000000000000007,0,
2017-06-20,22.5,16.6,27.9,0.0,0.5,0,
2017-06-21,18.0,12.2,22.9,0.0,0.0,0,
2017-06-22,20.6,14.0,27.0,0.0,0.0,0,
2017-06-23,19.7,17.0,22.6,0.0,0.0,0,
2017-06-24,18.6,16.7,21.0,0.0,0.0,0,
2017-06-25,17.9,16.0,19.6,0.10000000000000142,0.0,0,
2017-06-26,16.9,13.9,19.9,1.1000000000000014,0.0,0,
2017-06-27,16.3,9.7,21.2,1.6999999999999993,0.0,0,
2017-06-28,19.6,13.4,25.4,0.0,0.0,0,
2017-06-29,18.0,16.4,19.7,0.0,0.0,0,
2017-06-30,16.1,15.0,18.1,1.8999999999999986,0.0,0,
2017-07-01,16.0,14.3,18.8,2.0,0.0,0,
2017-07-02,16.0,14.2,18.3,2.0,0.0,0,
2017-07-03,16.1,10.7,20.5,1.8999999999999986,0.0,0,
2017-07-04,16.2,13.0,19.2,1.8000000000000007,0.0,0,
2017-07-05,15.1,11.3,19.0,2.9000000000000004,0.0,0,
2017-07-06,17.8,11.9,22.7,0.1999999999999993,0.0,0,
2017-07-07,19.9,16.4,25.5,0.0,0.0,0,
2017-07-08,19.9,16.9,23.2,0.0,0.0,0,
2017-07-09,18.4,14.2,22.5,0.0,0.0,0,
2017-07-10,19.1,15.7,21.8,0.0,0.0,0,
2017-07-11,18.8,15.5,22.7,0.0,0.0,0,
2017-07-12,16.9,14.7,19.6,1.1000000000000014,0.0,0,
2017-07-13,15.0,11.3,18.6,3.0,0.0,0,
2017-07-14,15.7,10.9,19.6,2.3000000000000007,0.0,0,
2017-07-15,16.5,11.7,20.4,1.5,0.0,0,
2017-07-16,17.0,11.8,21.1,1.0,0.0,0,
2017-07-17,18.0,14.6,22.1,0.0,0.0,0,
2017-07-18,17.6,11.3,22.6,0.3999999999999986,0.0,0,
2017-07-19,20.4,14.1,26.6,0.0,0.0,0,
2017-07-20,21.9,17.8,27.3,0.0,0.0,0,
2017-07-21,21.3,18.0,24.6,0.0,0.0,0,
2017-07-22,20.8,17.8,24.9,0.0,0.0,0,
2017-07-23,19.7,16.6,23.1,0.0,0.0,0,
2017-07-24,18.7,13.4,23.6,0.0,0.0,0,
2017-07-25,16.2,15.2,17.1,1.8000000000000007,0.0,0,
2017-07-26,16.0,14.7,17.0,2.0,0.0,0,
2017-07-27,18.0,14.0,22.5,0.0,0.0,0,
2017-07-28,18.1,15.0,21.4,0.0,0.0,0,
2017-07-29,19.1,14.6,24.3,0.0,0.0,0,
2017-07-30,23.1,17.1,29.8,0.0,1.1000000000000014,0,
2017-07-31,22.3,17.5,26.7,0.0,0.3000000000000007,0,
2017-08-01,23.5,18.3,28.9,0.0,1.5,0,
2017-08-02,21.1,18.3,24.1,0.0,0.0,0,
2017-08-03,22.3,19.5,26.8,0.0,0.3000000000000007,0,
2017-08-04,20.6,17.6,24.3,0.0,0.0,0,
2017-08-05,18.2,15.9,22.3,0.0,0.0,0,
2017-08-06,17.1,13.8,20.7,0.8999999999999986,0.0,0,
2017-08-07,17.6,10.4,22.9,0.3999999999999986,0.0,0,
2017-08-08,20.1,14.2,26.4,0.0,0.0,0,
2017-08-09,21.3,17.8,25.6,0.0,0.0,0,
2017-08-10,19.5,16.5,24.8,0.0,0.0,0,
2017-08-11,18.1,15.2,21.0,0.0,0.0,0,
2017-08-12,15.4,13.8,17.9,2.5999999999999996,0.0,0,
2017-08-13,17.3,14.3,20.6,0.6999999999999993,0.0,0,
2017-08-14,18.1,13.2,22.5,0.0,0.0,0,
2017-08-15,20.8,15.2,26.3,0.0,0.0,0,
2017-08-16,19.2,17.6,20.8,0.0,0.0,0,
2017-08-17,20.5,15.7,25.3,0.0,0.0,0,
2017-08-18,21.0,16.0,25.4,0.0,0.0,0,
2017-08-19,17.5,15.1,20.8,0.5,0.0,0,
2017-08-20,15.9,11.8,19.1,2.0999999999999996,0.0,0,
2017-08-21,15.5,12.3,19.0,2.5,0.0,0,
2017-08-22,14.4,11.2,17.6,3.5999999999999996,0.0,0,
2017-08-23,15.4,9.5,20.2,2.5999999999999996,0.0,0,
2017-08-24,16.7,9.6,22.1,1.3000000000000007,0.0,0,
2017-08-25,18.3,14.5,21.9,0.0,0.0,0,
2017-08-26,18.1,12.6,23.3,0.0,0.0,0,
2017-08-27,18.7,15.5,22.0,0.0,0.0,0,
2017-08-28,17.2,12.0,21.9,0.8000000000000007,0.0,0,
2017-08-29,19.0,12.7,25.5,0.0,0.0,0,
2017-08-30,22.0,14.9,29.3,0.0,0.0,0,
2017-08-31,21.6,16.7,25.3,0.0,0.0,0,
2017-09-01,15.4,13.1,17.7,2.5999999999999996,0.0,0,
2017-09-02,14.7,11.0,19.4,3.3000000000000007,0.0,0,
2017-09-03,14.1,10.2,18.7,3.9000000000000004,0.0,0,
2017-09-04,14.6,9.3,19.9,3.4000000000000004,0.0,0,
2017-09-05,15.7,9.7,21.9,2.3000000000000007,0.0,0,
2017-09-06,16.2,13.7,20.2,1.8000000000000007,0.0,0,
2017-09-07,14.8,11.8,17.2,3.1999999999999993,0.0,0,
2017-09-08,14.6,12.0,17.2,3.4000000000000004,0.0,0,
2017-09-09,16.2,14.2,18.5,1.8000000000000007,0.0,0,
2017-09-10,15.7,12.6,19.2,2.3000000000000007,0.0,0,
2017-09-11,15.2,12.1,20.0,2.8000000000000007,0.0,0,
2017-09-12,14.5,11.6,17.7,3.5,0.0,0,
2017-09-13,13.7,10.0,18.0,4.300000000000001,0.0,0,
2017-09-14,13.2,11.7,14.9,4.800000000000001,0.0,0,
2017-09-15,13.2,10.8,16.3,4.800000000000001,0.0,0,
2017-09-16,12.0,7.1,16.6,6.0,0.0,0,
2017-09-17,11.7,5.8,17.5,6.300000000000001,0.0,0,
2017-09-18,11.7,8.0,16.3,6.300000000000001,0.0,0,
2017-09-19,11.5,6.6,16.5,6.5,0.0,0,
2017-09-20,12.2,8.3,16.3,5.800000000000001,0.0,0,
2017-09-21,12.4,8.8,16.9,5.6,0.0,0,
2017-09-22,12.7,7.9,17.2,5.300000000000001,0.0,0,
2017-09-23,12.3,6.9,16.7,5.699999999999999,0.0,0,
2017-09-24,14.3,12.6,16.9,3.6999999999999993,0.0,0,
2017-09-25,13.8,12.2,16.1,4.199999999999999,0.0,0,
2017-09-26,14.3,11.7,18.0,3.6999999999999993,0.0,0,
2017-09-27,15.1,11.9,18.7,2.9000000000000004,0.0,0,
2017-09-28,15.5,12.3,19.0,2.5,0.0,0,
2017-09-29,15.8,12.5,19.9,2.1999999999999993,0.0,0,
2017-09-30,14.4,10.3,19.6,3.5999999999999996,0.0,0,
2017-10-01,12.8,11.5,13.9,5.199999999999999,0.0,0,
2017-10-02,12.9,10.4,16.0,5.1,0.0,0,
2017-10-03,13.3,11.7,15.5,4.699999999999999,0.0,1,German Unity Day
2017-10-04,12.0,10.1,14.0,6.0,0.0,0,
2017-10-05,11.1,7.9,14.4,6.9,0.0,0,
2017-10-06,10.2,8.9,12.5,7.800000000000001,0.0,0,
2017-10-07,10.0,8.6,11.9,8.0,0.0,0,
2017-10-08,10.8,7.2,13.2,7.199999999999999,0.0,0,
2017-10-09,8.5,4.8,12.9,9.5,0.0,0,
2017-10-10,11.2,8.7,13.6,6.800000000000001,0.0,0,
2017-10-11,13.8,12.9,15.6,4.199999999999999,0.0,0,
2017-10-12,14.0,11.8,16.2,4.0,0.0,0,
2017-10-13,12.3,9.5,15.4,5.699999999999999,0.0,0,
2017-10-14,15.3,11.6,18.8,2.6999999999999993,0.0,0,
2017-10-15,15.5,11.7,20.7,2.5,0.0,0,
2017-10-16,15.6,11.0,21.3,2.4000000000000004,0.0,0,
2017-10-17,16.0,13.3,20.9,2.0,0.0,0,
2017-10-18,13.2,10.0,17.7,4.800000000000001,0.0,0,
2017-10-19,12.0,8.2,15.4,6.0,0.0,0,
2017-10-20,13.5,10.2,18.2,4.5,0.0,0,
2017-10-21,11.6,9.9,13.4,6.4,0.0,0,
2017-10-22,11.5,10.5,13.5,6.5,0.0,0,
2017-10-23,10.0,8.5,11.5,8.0,0.0,0,
2017-10-24,10.3,6.5,13.1,7.699999999999999,0.0,0,
2017-10-25,14.6,12.4,17.0,3.4000000000000004,0.0,0,
2017-10-26,12.3,10.4,14.8,5.699999999999999,0.0,0,
2017-10-27,10.7,9.6,12.3,7.300000000000001,0.0,0,
2017-10-28,10.2,9.5,11.0,7.800000000000001,0.0,0,
2017-10-29,8.2,6.3,11.3,9.8,0.0,0,
2017-10-30,5.8,3.5,8.6,12.2,0.0,0,
2017-10-31,6.5,2.9,8.6,11.5,0.0,1,Reformation Day
2017-11-01,9.4,7.6,10.7,8.6,0.0,0,
2017-11-02,9.8,8.6,11.4,8.2,0.0,0,
2017-11-03,8.8,7.1,10.7,9.2,0.0,0,
2017-11-04,7.8,4.6,11.5,10.2,0.0,0,
2017-11-05,9.9,8.1,12.9,8.1,0.0,0,
2017-11-06,7.2,5.4,9.5,10.8,0.0,0,
2017-11-07,5.7,1.8,8.6,12.3,0.0,0,
2017-11-08,7.2,5.2,9.0,10.8,0.0,0,
2017-11-09,6.3,5.1,7.5,11.7,0.0,0,
2017-11-10,7.1,5.6,8.4,10.9,0.0,0,
2017-11-11,5.2,4.2,7.0,12.8,0.0,0,
2017-11-12,3.7,2.2,6.1,14.3,0.0,0,
2017-11-13,3.9,1.9,7.1,14.1,0.0,0,
2017-11-14,3.5,-0.5,6.5,14.5,0.0,0,
2017-11-15,7.1,6.1,8.3,10.9,0.0,0,
2017-11-16,7.8,6.9,9.3,10.2,0.0,0,
2017-11-17,5.6,2.4,8.1,12.4,0.0,0,
2017-11-18,4.0,2.4,6.1,14.0,0.0,0,
2017-11-19,4.2,2.7,5.9,13.8,0.0,0,
2017-11-20,3.4,0.2,5.9,14.6,0.0,0,
2017-11-21,3.7,2.6,4.5,14.3,0.0,0,
2017-11-22,7.7,4.7,9.4,10.3,0.0,0,
2017-11-23,8.5,5.0,12.8,9.5,0.0,0,
2017-11-24,9.6,4.5,13.2,8.4,0.0,0,
2017-11-25,3.9,1.7,5.6,14.1,0.0,0,
2017-11-26,3.1,0.8,5.1,14.9,0.0,0,
2017-11-27,3.8,1.9,5.1,14.2,0.0,0,
2017-11-28,5.1,2.6,6.7,12.9,0.0,0,
2017-11-29,1.7,-0.8,4.9,16.3,0.0,0,
2017-11-30,0.7,-1.9,3.2,17.3,0.0,0,
2017-12-01,1.2,-0.6,3.3,16.8,0.0,0,
2017-12-02,1.5,0.4,3.2,16.5,0.0,0,
2017-12-03,0.2,-1.0,2.3,17.8,0.0,0,
2017-12-04,3.1,1.3,4.6,14.9,0.0,0,
2017-12-05,5.4,0.4,7.1,12.6,0.0,0,
2017-12-06,6.2,5.4,6.9,11.8,0.0,0,
2017-12-07,5.4,3.6,6.8,12.6,0.0,0,
2017-12-08,4.0,1.1,6.1,14.0,0.0,0,
2017-12-09,1.3,-0.2,2.7,16.7,0.0,0,
2017-12-10,0.4,-1.0,1.7,17.6,0.0,0,
2017-12-11,2.9,0.2,5.3,15.1,0.0,0,
2017-12-12,4.2,1.5,6.7,13.8,0.0,0,
2017-12-13,1.7,-0.8,3.5,16.3,0.0,0,
2017-12-14,3.2,1.7,5.0,14.8,0.0,0,
2017-12-15,0.7,-0.9,2.0,17.3,0.0,0,
2017-12-16,1.5,-0.5,2.5,16.5,0.0,0,
2017-12-17,0.9,-1.1,1.9,17.1,0.0,0,
2017-12-18,-0.9,-3.5,2.3,18.9,0.0,0,
2017-12-19,1.0,-1.4,2.8,17.0,0.0,0,
2017-12-20,1.9,-0.2,4.0,16.1,0.0,0,
2017-12-21,5.2,3.8,6.9,12.8,0.0,0,
2017-12-22,4.8,2.9,6.3,13.2,0.0,0,
2017-12-23,5.9,3.5,8.3,12.1,0.0,0,
2017-12-24,8.4,8.0,9.0,9.6,0.0,0,
2017-12-25,7.7,3.8,9.4,10.3,0.0,1,Christmas Day
2017-12-26,5.0,2.6,9.0,13.0,0.0,1,Second Day of Christmas
2017-12-27,2.6,0.7,5.2,15.4,0.0,0,
2017-12-28,1.9,-0.3,3.9,16.1,0.0,0,
2017-12-29,1.5,-1.9,4.0,16.5,0.0,0,
2017-12-30,2.1,-1.6,8.6,15.9,0.0,0,
2017-12-31,8.3,3.1,11.2,9.7,0.0,0,
2018-01-01,8.2,3.2,11.9,9.8,0.0,1,New Year's Day
2018-01-02,3.9,2.5,5.6,14.1,0.0,0,
2018-01-03,4.7,1.9,8.3,13.3,0.0,0,
2018-01-04,6.0,5.1,7.1,12.0,0.0,0,
2018-01-05,6.5,4.1,8.6,11.5,0.0,0,
2018-01-06,4.2,1.5,7.2,13.8,0.0,0,
2018-01-07,1.2,-2.7,4.0,16.8,0.0,0,
2018-01-08,-2.4,-4.7,1.2,20.4,0.0,0,
2018-01-09,1.4,-2.8,4.8,16.6,0.0,0,
2018-01-10,2.1,-0.8,5.3,15.9,0.0,0,
2018-01-11,1.3,-0.8,2.5,16.7,0.0,0,
2018-01-12,1.3,0.7,2.3,16.7,0.0,0,
2018-01-13,-0.3,-2.1,0.7,18.3,0.0,0,
2018-01-14,-2.0,-4.3,-0.5,20.0,0.0,0,
2018-01-15,-0.7,-4.4,2.9,18.7,0.0,0,
2018-01-16,3.1,1.4,5.6,14.9,0.0,0,
2018-01-17,0.6,-1.1,2.0,17.4,0.0,0,
2018-01-18,1.7,0.1,4.9,16.3,0.0,0,
2018-01-19,1.7,0.2,3.7,16.3,0.0,0,
2018-01-20,-0.3,-2.9,2.6,18.3,0.0,0,
2018-01-21,-1.2,-3.0,1.9,19.2,0.0,0,
2018-01-22,-0.1,-1.6,1.7,18.1,0.0,0,
2018-01-23,0.2,-3.8,4.4,17.8,0.0,0,
2018-01-24,7.9,4.1,10.4,10.1,0.0,0,
2018-01-25,8.9,7.2,10.1,9.1,0.0,0,
2018-01-26,6.3,5.5,7.8,11.7,0.0,0,
2018-01-27,5.1,3.5,6.5,12.9,0.0,0,
2018-01-28,7.2,3.7,8.9,10.8,0.0,0,
2018-01-29,9.2,6.7,10.0,8.8,0.0,0,
2018-01-30,4.4,1.6,6.2,13.6,0.0,0,
2018-01-31,4.6,0.6,8.3,13.4,0.0,0,
2018-02-01,3.8,0.2,6.9,14.2,0.0,0,
2018-02-02,1.7,-0.9,4.9,16.3,0.0,0,
2018-02-03,0.6,-2.3,2.5,17.4,0.0,0,
2018-02-04,-0.9,-4.8,1.9,18.9,0.0,0,
2018-02-05,-2.1,-5.4,1.1,20.1,0.0,0,
2018-02-06,-4.4,-7.2,-0.2,22.4,0.0,0,
2018-02-07,-2.9,-5.7,1.3,20.9,0.0,0,
2018-02-08,-3.8,-7.5,0.8,21.8,0.0,0,
2018-02-09,-3.0,-7.1,1.7,21.0,0.0,0,
2018-02-10,-0.9,-3.8,2.5,18.9,0.0,0,
2018-02-11,0.9,-0.7,4.3,17.1,0.0,0,
2018-02-12,0.9,-1.4,4.2,17.1,0.0,0,
2018-02-13,-0.1,-3.0,4.3,18.1,0.0,0,
2018-02-14,-1.5,-5.3,3.8,19.5,0.0,0,
2018-02-15,-0.8,-4.5,3.1,18.8,0.0,0,
2018-02-16,2.3,-0.6,6.4,15.7,0.0,0,
2018-02-17,1.0,-1.5,4.6,17.0,0.0,0,
2018-02-18,1.1,-2.4,3.3,16.9,0.0,0,
2018-02-19,1.0,-1.4,4.2,17.0,0.0,0,
2018-02-20,-0.1,-2.2,3.5,18.1,0.0,0,
2018-02-21,-0.8,-3.5,3.9,18.8,0.0,0,
2018-02-22,-0.8,-3.2,2.0,18.8,0.0,0,
2018-02-23,-3.1,-5.5,-0.7,21.1,0.0,0,
2018-02-24,-2.8,-6.3,0.1,20.8,0.0,0,
2018-02-25,-5.3,-8.2,-1.6,23.3,0.0,0,
2018-02-26,-6.0,-8.2,-3.0,24.0,0.0,0,
2018-02-27,-7.9,-12.2,-4.0,25.9,0.0,0,
2018-02-28,-8.9,-11.8,-5.7,26.9,0.0,0,
2018-03-01,-8.5,-11.6,-5.0,26.5,0.0,0,
2018-03-02,-8.0,-12.4,-3.4,26.0,0.0,0,
2018-03-03,-7.0,-11.5,-2.5,25.0,0.0,0,
2018-03-04,-3.5,-9.3,3.5,21.5,0.0,0,
2018-03-05,1.3,-3.1,9.2,16.7,0.0,0,
2018-03-06,0.5,-3.2,5.2,17.5,0.0,0,
2018-03-07,1.4,0.1,3.5,16.6,0.0,0,
2018-03-08,2.8,-2.5,8.1,15.2,0.0,0,
2018-03-09,4.3,-0.6,8.6,13.7,0.0,0,
2018-03-10,3.4,-1.4,8.1,14.6,0.0,0,
2018-03-11,9.1,4.1,15.7,8.9,0.0,0,
2018-03-12,7.3,4.2,9.3,10.7,0.0,0,
2018-03-13,8.4,5.9,10.9,9.6,0.0,0,
2018-03-14,3.6,1.4,4.6,14.4,0.0,0,
2018-03-15,2.3,0.3,4.5,15.7,0.0,0,
2018-03-16,0.2,-2.3,2.2,17.8,0.0,0,
2018-03-17,-3.1,-5.1,-0.6,21.1,0.0,0,
2018-03-18,-3.0,-6.0,0.7,21.0,0.0,0,
2018-03-19,-2.0,-5.7,3.8,20.0,0.0,0,
2018-03-20,-1.7,-6.1,3.6,19.7,0.0,0,
2018-03-21,0.0,-5.6,6.1,18.0,0.0,0,
2018-03-22,1.7,-0.6,3.4,16.3,0.0,0,
2018-03-23,2.5,0.4,3.9,15.5,0.0,0,
2018-03-24,3.2,0.6,6.5,14.8,0.0,0,
2018-03-25,4.5,-1.2,9.9,13.5,0.0,0,
2018-03-26,4.0,-0.4,8.3,14.0,0.0,0,
2018-03-27,3.3,0.7,7.0,14.7,0.0,0,
2018-03-28,1.8,0.9,2.8,16.2,0.0,0,
2018-03-29,4.7,2.1,8.4,13.3,0.0,0,
2018-03-30,3.9,-2.0,9.6,14.1,0.0,1,Good Friday
2018-03-31,3.6,1.5,6.0,14.4,0.0,0,
2018-04-01,1.8,0.7,3.4,16.2,0.0,0,
2018-04-02,3.4,-1.4,7.8,14.6,0.0,1,Easter Monday
2018-04-03,10.5,4.0,17.2,7.5,0.0,0,
2018-04-04,13.3,8.5,19.4,4.699999999999999,0.0,0,
2018-04-05,10.4,5.9,14.5,7.6,0.0,0,
2018-04-06,6.0,1.1,11.2,12.0,0.0,0,
2018-04-07,9.9,3.7,17.4,8.1,0.0,0,
2018-04-08,12.8,8.5,19.1,5.199999999999999,0.0,0,
2018-04-09,13.0,5.3,20.3,5.0,0.0,0,
2018-04-10,15.6,10.9,22.1,2.4000000000000004,0.0,0,
2018-04-11,14.0,10.5,18.0,4.0,0.0,0,
2018-04-12,15.8,9.8,21.7,2.1999999999999993,0.0,0,
2018-04-13,16.4,11.9,20.6,1.6000000000000014,0.0,0,
2018-04-14,12.1,8.3,16.4,5.9,0.0,0,
2018-04-15,13.8,7.8,21.2,4.199999999999999,0.0,0,
2018-04-16,11.3,9.0,14.5,6.699999999999999,0.0,0,
2018-04-17,12.8,6.8,17.9,5.199999999999999,0.0,0,
2018-04-18,14.3,6.2,22.2,3.6999999999999993,0.0,0,
2018-04-19,15.9,8.6,22.7,2.0999999999999996,0.0,0,
2018-04-20,18.0,10.7,25.5,0.0,0.0,0,
2018-04-21,15.8,10.7,20.5,2.1999999999999993,0.0,0,
2018-04-22,14.8,7.3,21.9,3.1999999999999993,0.0,0,
2018-04-23,16.7,12.9,20.7,1.3000000000000007,0.0,0,
2018-04-24,12.6,9.0,16.3,5.4,0.0,0,
2018-04-25,12.7,8.2,16.3,5.300000000000001,0.0,0,
2018-04-26,9.5,6.5,12.9,8.5,0.0,0,
2018-04-27,10.4,4.9,14.9,7.6,0.0,0,
2018-04-28,13.8,5.8,20.8,4.199999999999999,0.0,0,
2018-04-29,16.2,9.4,22.3,1.8000000000000007,0.0,0,
2018-04-30,17.0,12.0,22.8,1.0,0.0,0,
2018-05-01,12.3,7.6,14.4,5.699999999999999,0.0,1,Labor Day
2018-05-02,10.5,4.4,14.4,7.5,0.0,0,
2018-05-03,13.1,8.0,19.3,4.9,0.0,0,
2018-05-04,11.3,4.7,16.9,6.699999999999999,0.0,0,
2018-05-05,12.0,5.3,18.0,6.0,0.0,0,
2018-05-06,14.5,8.1,20.5,3.5,0.0,0,
2018-05-07,16.6,8.9,23.1,1.3999999999999986,0.0,0,
2018-05-08,18.1,11.5,23.9,0.0,0.0,0,
2018-05-09,19.8,13.7,25.7,0.0,0.0,0,
2018-05-10,20.3,15.0,25.2,0.0,0.0,1,Ascension Day
2018-05-11,15.2,12.7,17.3,2.8000000000000007,0.0,0,
2018-05-12,16.8,12.8,21.7,1.1999999999999993,0.0,0,
2018-05-13,19.8,14.0,24.8,0.0,0.0,0,
2018-05-14,19.1,14.6,23.6,0.0,0.0,0,
2018-05-15,15.8,11.9,21.6,2.1999999999999993,0.0,0,
2018-05-16,16.0,11.5,20.7,2.0,0.0,0,
2018-05-17,16.7,11.9,21.8,1.3000000000000007,0.0,0,
2018-05-18,13.8,9.4,17.3,4.199999999999999,0.0,0,
2018-05-19,15.4,10.6,20.3,2.5999999999999996,0.0,0,
2018-05-20,15.1,8.0,20.7,2.9000000000000004,0.0,0,
2018-05-21,17.0,10.5,23.1,1.0,0.0,1,Pentecost Monday
2018-05-22,18.4,12.4,23.2,0.0,0.0,0,
2018-05-23,18.7,12.2,23.9,0.0,0.0,0,
2018-05-24,19.9,14.3,25.1,0.0,0.0,0,
2018-05-25,20.6,16.2,25.5,0.0,0.0,0,
2018-05-26,19.8,14.5,25.1,0.0,0.0,0,
2018-05-27,20.9,14.7,27.0,0.0,0.0,0,
2018-05-28,24.3,17.9,29.8,0.0,2.3000000000000007,0,
2018-05-29,25.2,19.5,30.7,0.0,3.1999999999999993,0,
2018-05-30,25.1,19.6,30.3,0.0,3.1000000000000014,0,
2018-05-31,24.8,18.0,30.3,0.0,2.8000000000000007,0,
2018-06-01,25.2,20.2,31.1,0.0,3.1999999999999993,0,
2018-06-02,21.3,18.6,24.7,0.0,0.0,0,
2018-06-03,20.3,18.0,23.5,0.0,0.0,0,
2018-06-04,20.8,16.5,24.8,0.0,0.0,0,
2018-06-05,18.5,14.6,22.6,0.0,0.0,0,
2018-06-06,17.5,12.3,22.8,0.5,0.0,0,
2018-06-07,19.8,12.4,26.8,0.0,0.0,0,
2018-06-08,22.5,14.2,29.0,0.0,0.5,0,
2018-06-09,25.1,19.1,30.4,0.0,3.1000000000000014,0,
2018-06-10,23.3,18.2,28.7,0.0,1.3000000000000007,0,
2018-06-11,20.2,16.1,24.3,0.0,0.0,0,
2018-06-12,17.3,13.2,21.3,0.6999999999999993,0.0,0,
2018-06-13,15.7,14.0,17.7,2.3000000000000007,0.0,0,
2018-06-14,16.9,12.7,21.2,1.1000000000000014,0.0,0,
2018-06-15,18.1,14.7,21.8,0.0,0.0,0,
2018-06-16,20.9,16.4,25.8,0.0,0.0,0,
2018-06-17,21.7,17.9,25.5,0.0,0.0,0,
2018-06-18,19.3,13.4,23.2,0.0,0.0,0,
